client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
39ec1810f27b7c550a62d949643848e0	71834	spontaneous-speech-es-71834.mp3	11268	8004	¿Cuál es festividad tu favorita y cómo se celebra?	Mi festividad favorita es eeh ... la navidad se festeja en familia con mucha comida y muchos regalos.	1	thirties		Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		7.454739084132055	
39ec1810f27b7c550a62d949643848e0	71835	spontaneous-speech-es-71835.mp3	24480	8019	¿Qué mascotas son las preferidas en donde vives?	¿Qué mascotas son las preferidas en donde vives? Eh... La invalido... Em... sí. Los perros... son las mascotas preferidas en donde vivo porque son muy compañeros y... siempre están alegres.	1	thirties		Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	1		6.5359477124183005	
9f045a5df5531af85531a3fcefbe80d4	74952	spontaneous-speech-es-74952.mp3	6372	8049	¿Puedes nombrar algunos alimentos nutritivos?	Espinaca, acelga, zanahoria, carnes rojas…	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		5.963590709353421	
9f045a5df5531af85531a3fcefbe80d4	74953	spontaneous-speech-es-74953.mp3	4788	8051	¿Cómo aprendiste los idiomas que hablas?	En algún momento entre la primaria y la secundaria.	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		8.98078529657477	
9f045a5df5531af85531a3fcefbe80d4	74954	spontaneous-speech-es-74954.mp3	5652	8008	¿Qué juegan los niños usualmente en tu región?	Y por mi región, normalmente, los niños juegan al fútbol.	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		8.492569002123142	
9f045a5df5531af85531a3fcefbe80d4	74955	spontaneous-speech-es-74955.mp3	5184	8055	¿Qué tipo de arte te gusta?	Me gusta la pintura, la música, las artes mundiales	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	1		8.294753086419753	
9f045a5df5531af85531a3fcefbe80d4	74956	spontaneous-speech-es-74956.mp3	6408	8002	¿Qué hace normalmente la gente en donde vives los domingos?	Realmente los domingos la gente se junta en familia a comer pasta o asado.	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		9.519350811485642	
9f045a5df5531af85531a3fcefbe80d4	74957	spontaneous-speech-es-74957.mp3	10368	8063	¿Hay un baile tradicional donde naciste y cuándo se realiza?	"Y acá, en la zona de Buenos Aires, el baile tradicional es ""tango"" y se baila en distintas competiciones y celebraciones."	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		9.741512345679013	
9f045a5df5531af85531a3fcefbe80d4	74958	spontaneous-speech-es-74958.mp3	5760	8042	¿Qué cosas típicamente hace la gente en la mañana?	Tomar mate, leer las noticias, desayunar lo que prefieren desayunar.	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		10.243055555555555	
9f045a5df5531af85531a3fcefbe80d4	74959	spontaneous-speech-es-74959.mp3	7848	8043	¿Que ofrece la gente de regalo cuando va de visita a otra casa?	generalmente una botella de vino, una caja de bombones o alguien trae un postre como puede ser un helado	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		10.958205912334353	
9f045a5df5531af85531a3fcefbe80d4	74960	spontaneous-speech-es-74960.mp3	20880	8030	¿Por qué te gusta más el frío o el calor?	Yo, por lo menos, prefiero el frío, porque… Cuando hace calor uno no puede seguir sacándose la piel. En cambio, cuando uno tiene frío sí puede seguir poniéndose ropa. Y además, el frío… Estéticamente… La ropa que se usa cuando hace frío es bastante superior a la que se usa cuando hacer calor.	1	thirties	male_masculine	Rioplatense: Argentina, Uruguay, este de Bolivia, Paraguay		Spanish	0	0	0		11.542145593869732	
7ec42970088840880d63247af1eb245b	78185	spontaneous-speech-es-78185.mp3	1980	8064	¿Qué hace usualmente la gente en la noche antes de dormir?	Lavarse los dientes.	1	fourties	male_masculine	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)		Spanish	0	0	0		9.090909090909092	short-audio
d62f977d44644baa27d98a735d858efd	79577	spontaneous-speech-es-79577.mp3	4716	8034	¿Qué consejo dan usualmente los mayores a los jovenes?	¿Qué consejo dan usualmente los mayores a los jóvenes?	0	twenties	do_not_wish_to_say			Spanish	0	0	1		9.754028837998304	
a2543ada89b4fcbe4cd0509baa43dfab	80760	spontaneous-speech-es-80760.mp3	4212	9429	¿Te gusta tocar (tañer) algún instrumento musical? Comenta cuál o cuáles.		0	fifties		España: Sur peninsular (Andalucia, Extremadura, Murcia)		Spanish	1	0	0			
a2543ada89b4fcbe4cd0509baa43dfab	80761	spontaneous-speech-es-80761.mp3	6228	8026	¿Qué nombres de estrellas o constelaciones conoces?		0	fifties		España: Sur peninsular (Andalucia, Extremadura, Murcia)		Spanish	0	0	0			
a2543ada89b4fcbe4cd0509baa43dfab	80762	spontaneous-speech-es-80762.mp3	9468	8049	¿Puedes nombrar algunos alimentos nutritivos?		0	fifties		España: Sur peninsular (Andalucia, Extremadura, Murcia)		Spanish	0	0	0			
a2543ada89b4fcbe4cd0509baa43dfab	80763	spontaneous-speech-es-80763.mp3	7812	8056	¿Qué juegos de mesa son tus favoritos?		0	fifties		España: Sur peninsular (Andalucia, Extremadura, Murcia)		Spanish	0	0	0			
6108959e4f5a366f4c7881718b29aed0	82589	spontaneous-speech-es-82589.mp3	5760	8042	¿Qué cosas típicamente hace la gente en la mañana?		0	teens				Spanish	0	0	0			
6108959e4f5a366f4c7881718b29aed0	82590	spontaneous-speech-es-82590.mp3	1548	9485	¿Crees que cinco es mucho o poco?		0	teens				Spanish	1	0	0			short-audio
345b0688758566ddb5bd53010d26d971	83306	spontaneous-speech-es-83306.mp3	5436	8044	¿Cuáles son las formas de demostrar respeto en donde vives?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83308	spontaneous-speech-es-83308.mp3	10368	9243	¿Qué opinas del trabajo remoto?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83311	spontaneous-speech-es-83311.mp3	2700	9286	¿Tienes un libro favorito?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83314	spontaneous-speech-es-83314.mp3	5868	9466	¿Generalmente, tienes en cuenta a otras personas cuando decides algo?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83316	spontaneous-speech-es-83316.mp3	9396	8027	Describe un paseo al mar, al rio o algún lago		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83318	spontaneous-speech-es-83318.mp3	6840	9296	¿Recuerdas los nombres de los siete colores del arcoíris?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83330	spontaneous-speech-es-83330.mp3	7020	8026	¿Qué nombres de estrellas o constelaciones conoces?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83336	spontaneous-speech-es-83336.mp3	12276	9284	¿Puedes resumir el último libro que leíste?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83341	spontaneous-speech-es-83341.mp3	7020	8049	¿Puedes nombrar algunos alimentos nutritivos?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83342	spontaneous-speech-es-83342.mp3	1476	9462	¿Te fijas en el color de ojos de otras personas?		0	fourties	female_feminine			Spanish	1	0	0			short-audio
345b0688758566ddb5bd53010d26d971	83345	spontaneous-speech-es-83345.mp3	6408	8059	¿Es fácil abrir un negocio donde vives? ¿Qué es lo más difícil?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83347	spontaneous-speech-es-83347.mp3	4500	8065	¿Qué hacen los estudiantes cuando no hay colegio?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83350	spontaneous-speech-es-83350.mp3	4608	8009	¿Cuál es tu fruta favorita? ¿puedes describir cómo se ve?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83351	spontaneous-speech-es-83351.mp3	8316	9478	¿Cómo crees que funciona un pararrayos?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83354	spontaneous-speech-es-83354.mp3	13176	9288	¿La inteligencia artificial será beneficiosa o dañina para la humanidad?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83357	spontaneous-speech-es-83357.mp3	8460	9297	¿Por qué estás contribuyendo con tu voz a este programa?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83360	spontaneous-speech-es-83360.mp3	7020	9472	¿Qué es lo más interesante que has aprendido últimamente?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83362	spontaneous-speech-es-83362.mp3	3348	8042	¿Qué cosas típicamente hace la gente en la mañana?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83364	spontaneous-speech-es-83364.mp3	6840	9470	¿Prefieres un producto caro de marca, o una ganga barata?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83365	spontaneous-speech-es-83365.mp3	4428	8002	¿Qué hace normalmente la gente en donde vives los domingos?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83368	spontaneous-speech-es-83368.mp3	5256	8003	¿Puedes describir como luce una boda tradicional?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83371	spontaneous-speech-es-83371.mp3	5256	8045	¿Qué historias del pasado se cuentan en tu familia?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83373	spontaneous-speech-es-83373.mp3	2520	8019	¿Qué mascotas son las preferidas en donde vives?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83375	spontaneous-speech-es-83375.mp3	3528	9291	¿Cuánto hace que no llueve sobre tu casa?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83376	spontaneous-speech-es-83376.mp3	3708	9481	¿Te gustaría tener un robot mayordomo?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83379	spontaneous-speech-es-83379.mp3	1728	8032	¿Qué haces cuando no hay electricidad donde vives?		0	fourties	female_feminine			Spanish	0	0	0			short-audio
345b0688758566ddb5bd53010d26d971	83381	spontaneous-speech-es-83381.mp3	5688	9475	Si te sientes aburrido, ¿qué haces?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83386	spontaneous-speech-es-83386.mp3	2376	8005	¿Cómo se prepara tu comunidad para navidad?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83388	spontaneous-speech-es-83388.mp3	2268	8041	¿Qué fue algo que aprendiste de tus abuelos?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83391	spontaneous-speech-es-83391.mp3	7776	8016	¿Qué valores importantes se enseñan a los niños en tu comunidad?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83393	spontaneous-speech-es-83393.mp3	3276	9242	¿Qué tipo de vehículo te gusta conducir?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83396	spontaneous-speech-es-83396.mp3	3168	8031	¿Cuál es el sitio más bello por donde vives y por qué?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83398	spontaneous-speech-es-83398.mp3	2736	8037	¿Qué haces cuando tienes visita en casa?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83399	spontaneous-speech-es-83399.mp3	2268	9486	¿Has visto El Señor de los Anillos? ¿Por qué?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83405	spontaneous-speech-es-83405.mp3	2088	9482	Si quisieras hacer feliz a alguien, ¿qué le dirías?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83409	spontaneous-speech-es-83409.mp3	5148	8035	¿Qué consejo le darías a una amistad cuando está asustada?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83414	spontaneous-speech-es-83414.mp3	6660	8038	¿Cuál es la época favorita del año y por qué?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83418	spontaneous-speech-es-83418.mp3	5508	8054	¿Te gusta nadar? ¿por qué?	Me gusta nadar porque si me relaja y porque me gusta.	0	fourties	female_feminine			Spanish	0	0	0		7.806826434277415	
345b0688758566ddb5bd53010d26d971	83421	spontaneous-speech-es-83421.mp3	2628	9289	¿Quién ganaría la pelea: un pastor alemán o seis gatos?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83424	spontaneous-speech-es-83424.mp3	1800	9280	¿Tienes un animal de compañía?		0	fourties	female_feminine			Spanish	1	0	0			short-audio
345b0688758566ddb5bd53010d26d971	83427	spontaneous-speech-es-83427.mp3	2160	8021	¿Cuál es tu entretenimiento favorito?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83432	spontaneous-speech-es-83432.mp3	2736	8033	¿Qué hace un buen vecino en tu comunidad?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83434	spontaneous-speech-es-83434.mp3	2808	9282	¿Prefieres la música clásica o la moderna?		0	fourties	female_feminine			Spanish	1	0	0			
345b0688758566ddb5bd53010d26d971	83436	spontaneous-speech-es-83436.mp3	2448	8011	¿Cuáles son los deportes más populares en donde vives?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83438	spontaneous-speech-es-83438.mp3	3636	8006	¿Cuál es el trabajo más usual que hacen en donde vives?		0	fourties	female_feminine			Spanish	0	0	0			
345b0688758566ddb5bd53010d26d971	83442	spontaneous-speech-es-83442.mp3	2376	8012	¿Cuáles son los meses lluviosos en donde naciste?		0	fourties	female_feminine			Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83610	spontaneous-speech-es-83610.mp3	3996	8010	¿Cuál es la región en tu país en la que es más difícil entender como hablan?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83614	spontaneous-speech-es-83614.mp3	17748	8003	¿Puedes describir como luce una boda tradicional?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83616	spontaneous-speech-es-83616.mp3	2376	8011	¿Cuáles son los deportes más populares en donde vives?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83621	spontaneous-speech-es-83621.mp3	15660	8044	¿Cuáles son las formas de demostrar respeto en donde vives?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83627	spontaneous-speech-es-83627.mp3	2556	8019	¿Qué mascotas son las preferidas en donde vives?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83631	spontaneous-speech-es-83631.mp3	15516	9478	¿Cómo crees que funciona un pararrayos?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83636	spontaneous-speech-es-83636.mp3	4140	9477	Si has visitado un museo, ¿qué llamó más tu atención?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83640	spontaneous-speech-es-83640.mp3	8316	8049	¿Puedes nombrar algunos alimentos nutritivos?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83641	spontaneous-speech-es-83641.mp3	4788	9428	¿Por cuál lado de la calzada se conduce en tu territorio?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83643	spontaneous-speech-es-83643.mp3	12168	8007	¿Qué comida tradicional hay en tu región? ¿Puedes describirla?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83646	spontaneous-speech-es-83646.mp3	1908	9465	¿Bebes mucho café?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			short-audio
08acebce1c3d2aa688e6930607cdb2cd	83647	spontaneous-speech-es-83647.mp3	5256	9282	¿Prefieres la música clásica o la moderna?	Me gusta la moderna, clasica.	0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0		4.756468797564688	
08acebce1c3d2aa688e6930607cdb2cd	83650	spontaneous-speech-es-83650.mp3	1728	8041	¿Qué fue algo que aprendiste de tus abuelos?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			short-audio
08acebce1c3d2aa688e6930607cdb2cd	83651	spontaneous-speech-es-83651.mp3	2196	8006	¿Cuál es el trabajo más usual que hacen en donde vives?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83655	spontaneous-speech-es-83655.mp3	4320	8033	¿Qué hace un buen vecino en tu comunidad?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83656	spontaneous-speech-es-83656.mp3	2556	8055	¿Qué tipo de arte te gusta?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83659	spontaneous-speech-es-83659.mp3	2520	8020	¿Qué tipo de flores o plantas hay donde vives?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83664	spontaneous-speech-es-83664.mp3	4860	8046	Describe un momento de alegría para tí. ¿Por qué fue especial?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83666	spontaneous-speech-es-83666.mp3	3168	8045	¿Qué historias del pasado se cuentan en tu familia?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83668	spontaneous-speech-es-83668.mp3	2556	9482	Si quisieras hacer feliz a alguien, ¿qué le dirías?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83670	spontaneous-speech-es-83670.mp3	2628	9466	¿Generalmente, tienes en cuenta a otras personas cuando decides algo?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83672	spontaneous-speech-es-83672.mp3	2160	9289	¿Quién ganaría la pelea: un pastor alemán o seis gatos?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83673	spontaneous-speech-es-83673.mp3	4860	8053	¿Qué momento histórico recuerdas?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83675	spontaneous-speech-es-83675.mp3	4428	8021	¿Cuál es tu entretenimiento favorito?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	0	0	0			
08acebce1c3d2aa688e6930607cdb2cd	83678	spontaneous-speech-es-83678.mp3	1908	9294	¿Conoces el nombre de algún pájaro?		0	teens		Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina		Spanish	1	0	0			short-audio
